QVEPB 5.0

MM
132.686533527995	104.264989452132	3.137889887421
0.999726513176	0.023385868651	0.000000000000
-0.023385868651	0.999726513176	0.000000000000
0.000000000000	0.000000000000	1.000000000000
122
44.770566	-83.480343	-0.083306
44.741173	-83.479543	-0.083306
44.711751	-83.479991	-0.083306
44.682318	-83.480883	-0.083306
44.594085	-83.480797	-0.083306
43.858672	-83.485845	-0.083306
43.829246	-83.486472	-0.083306
43.799836	-83.486394	-0.083306
42.624247	-83.483417	-0.168806
42.594823	-83.484596	-0.168806
42.565372	-83.483807	-0.168806
42.447684	-83.485208	-0.168806
42.094613	-83.488936	-0.168806
42.035729	-83.488643	-0.168806
41.741463	-83.490761	-0.168806
29.029665	-83.524678	-0.045906
28.676749	-83.523357	-0.045906
28.529706	-83.518551	-0.045906
24.144943	-83.536975	-0.047506
24.027293	-83.537447	-0.047506
23.997860	-83.536655	-0.047506
23.968467	-83.537150	-0.047506
23.909641	-83.536668	-0.047506
23.733165	-83.536903	-0.047506
23.674342	-83.537938	-0.047506
23.644910	-83.537690	-0.047506
23.615516	-83.537524	-0.047506
23.586086	-83.538267	-0.047506
23.350785	-83.538376	-0.047506
23.233135	-83.538802	-0.047506
23.203705	-83.539496	-0.047506
23.056659	-83.538992	-0.047506
19.863041	-83.548456	-0.084706
19.274571	-83.549019	-0.084706
19.245117	-83.547961	-0.084706
19.215681	-83.548269	-0.084706
19.068597	-83.548924	-0.084706
18.656657	-83.549322	-0.084706
18.509500	-83.548456	-0.084706
0.082798	-83.567814	0.006994
-0.123108	-83.569143	0.006994
-0.152504	-83.569211	0.006994
-0.181933	-83.569787	0.006994
-0.211329	-83.570133	0.006994
-0.240758	-83.569468	0.006994
-0.799582	-83.572863	0.006994
-1.240755	-83.576629	0.006994
-9.263380	-83.571686	-0.028706
-9.381014	-83.571858	-0.028706
-9.822136	-83.573274	-0.028706
-9.998566	-83.572561	-0.028706
-10.086778	-83.572711	-0.028706
-16.452199	-83.568325	-0.090406
-16.481641	-83.567889	-0.090406
-16.511076	-83.568159	-0.090406
-16.805297	-83.568984	-0.090406
-16.834680	-83.569510	-0.090406
-16.864125	-83.568837	-0.090406
-16.981813	-83.570200	-0.090406
-17.011204	-83.569848	-0.090406
-17.158337	-83.570573	-0.090406
-17.187727	-83.570327	-0.090406
-17.217170	-83.569858	-0.090406
-17.364252	-83.570626	-0.090406
-17.393692	-83.570408	-0.090406
-17.540823	-83.571293	-0.090406
-17.570215	-83.570856	-0.090406
-17.658475	-83.571286	-0.090406
-25.282790	-83.565273	-0.082006
-25.312201	-83.565823	-0.082006
-25.429821	-83.564879	-0.082006
-25.459235	-83.565686	-0.082006
-25.694484	-83.564512	-0.082006
-25.723891	-83.564744	-0.082006
-25.753299	-83.565061	-0.082006
-25.782698	-83.564727	-0.082006
-25.870927	-83.564759	-0.082006
-26.017962	-83.564747	-0.082006
-26.076781	-83.565617	-0.082006
-26.106182	-83.565452	-0.082006
-26.194411	-83.565513	-0.082006
-26.312040	-83.565266	-0.082006
-26.429661	-83.564346	-0.082006
-32.409048	-83.560258	0.086794
-32.438441	-83.560225	0.086794
-32.644347	-83.560957	0.086794
-32.791432	-83.560353	0.086794
-33.173778	-83.560003	0.086794
-33.262036	-83.559983	0.086794
-33.291430	-83.559864	0.086794
-33.379685	-83.560598	0.086794
-33.438514	-83.559417	0.086794
-33.467906	-83.559590	0.086794
-33.556162	-83.560439	0.086794
-38.845533	-83.550570	0.086694
-41.359973	-83.542880	-0.197406
-41.418796	-83.543381	-0.197406
-41.448230	-83.543253	-0.197406
-41.536443	-83.544138	-0.197406
-41.565876	-83.544340	-0.197406
-41.595270	-83.543857	-0.197406
-41.624702	-83.544322	-0.197406
-41.683530	-83.543663	-0.197406
-41.830616	-83.543443	-0.197406
-41.860009	-83.543298	-0.197406
-41.977658	-83.543575	-0.197406
-42.418871	-83.543647	-0.197406
-42.448301	-83.544249	-0.197406
-43.418273	-83.542126	0.087194
-43.477088	-83.541434	0.087194
-43.624102	-83.539674	0.087194
-43.653493	-83.538682	0.087194
-44.035734	-83.534001	0.087194
-44.094517	-83.532042	0.087194
-44.123917	-83.531726	0.087194
-44.122593	-83.531404	0.086594
-44.269628	-83.531127	0.086594
-44.299019	-83.530134	0.086594
-44.504855	-83.528167	0.086594
-44.534266	-83.528625	0.086594
-44.916528	-83.526454	0.086594
-45.034143	-83.525090	0.086594
0
0
